,suite_id,sample_id,code,value,character
1822,83,2,11,10,十
14071,15,10,9,8,八
9587,61,7,4,3,三
13403,45,3,8,7,七
6689,70,9,1,0,零
2061,14,10,12,12,百
12648,67,8,7,6,六
2859,86,9,12,12,百
9464,50,4,4,3,三
3110,19,1,13,13,千
10811,82,10,5,4,四
8450,5,1,3,2,二
1619,64,9,11,10,十
5512,55,2,15,15,亿
5170,24,1,15,15,亿
11182,25,2,6,5,五
9814,82,4,4,3,三
11057,13,7,6,5,五
171,24,10,10,9,九
6372,42,2,1,0,零
11956,95,6,6,5,五
3241,30,10,13,13,千
13174,24,4,8,7,七
3769,78,9,13,13,千
3956,95,6,13,13,千
3765,78,5,13,13,千
3890,9,1,13,13,千
3457,5,7,13,13,千
4587,61,7,14,14,万
2240,30,1,12,12,百
10919,91,9,5,4,四
3397,44,7,13,13,千
11507,54,7,6,5,五
10737,75,7,5,4,四
10644,67,4,5,4,四
13043,12,3,8,7,七
4559,59,9,14,14,万
14456,5,6,9,8,八
13484,52,4,8,7,七
6077,15,7,1,0,零
10837,84,7,5,4,四
1767,78,7,11,10,十
3584,61,4,13,13,千
8463,50,3,3,2,二
11150,22,1,6,5,五
9460,50,1,4,3,三
14393,44,3,9,8,八
11328,38,8,6,5,五
12858,86,8,7,6,六
5562,6,2,15,15,亿
3688,70,8,13,13,千
141,21,10,10,9,九
5299,35,9,15,15,亿
5514,55,4,15,15,亿
9890,9,1,4,3,三
6531,57,10,1,0,零
14861,87,10,9,8,八
14820,83,1,9,8,八
5615,64,5,15,15,亿
11128,2,8,6,5,五
11470,51,1,6,5,五
5665,69,5,15,15,亿
4314,37,4,14,14,万
14574,60,4,9,8,八
7191,26,10,2,1,一
3438,48,8,13,13,千
6994,99,4,1,0,零
7813,82,3,2,1,一
1598,62,8,11,10,十
8794,80,4,3,2,二
8152,22,2,3,2,二
5371,42,10,15,15,亿
8955,95,5,3,2,二
12413,46,3,7,6,六
6630,66,1,1,0,零
4421,47,10,14,14,万
10092,17,2,5,4,四
5914,91,4,15,15,亿
9291,35,10,4,3,三
3354,40,4,13,13,千
12693,71,3,7,6,六
8068,14,8,3,2,二
10196,26,6,5,4,四
12056,13,6,7,6,六
11224,29,4,6,5,五
14572,60,2,9,8,八
8620,65,1,3,2,二
9428,47,8,4,3,三
14044,12,4,9,8,八
727,74,7,10,9,九
12785,8,5,7,6,六
11154,22,4,6,5,五
2147,21,7,12,12,百
1107,18,7,11,10,十
13887,89,7,8,7,七
7593,62,3,2,1,一
5859,86,9,15,15,亿
3936,93,6,13,13,千
2998,99,8,12,12,百
12300,36,1,7,6,六
12050,13,1,7,6,六
1937,93,7,11,10,十
4338,39,8,14,14,万
13882,89,2,8,7,七
3407,45,7,13,13,千
12622,65,2,7,6,六
13113,19,3,8,7,七
12573,60,3,7,6,六
4895,9,5,14,14,万
5372,42,2,15,15,亿
7187,25,7,2,1,一
13272,33,2,8,7,七
562,6,2,10,9,九
11581,61,10,6,5,五
95,17,5,10,9,九
13289,34,9,8,7,七
4557,59,7,14,14,万
7779,79,9,2,1,一
8506,54,6,3,2,二
14735,75,5,9,8,八
1620,65,1,11,10,十
9891,9,10,4,3,三
10639,66,9,5,4,四
2145,21,5,12,12,百
5892,9,2,15,15,亿
5273,33,3,15,15,亿
11024,100,4,6,5,五
12283,34,3,7,6,六
4828,83,8,14,14,万
14880,89,1,9,8,八
9779,79,9,4,3,三
5340,4,1,15,15,亿
12346,4,6,7,6,六
4213,28,3,14,14,万
10342,4,2,5,4,四
5836,84,6,15,15,亿
4817,82,7,14,14,万
4079,15,9,14,14,万
9664,69,4,4,3,三
11101,18,10,6,5,五
12653,68,3,7,6,六
6776,79,6,1,0,零
1996,99,6,11,10,十
5163,23,3,15,15,亿
7323,38,3,2,1,一
7718,73,8,2,1,一
5850,86,1,15,15,亿
6965,96,5,1,0,零
8748,76,8,3,2,二
648,67,8,10,9,九
2871,88,10,12,12,百
5098,17,8,15,15,亿
14765,78,5,9,8,八
6340,4,1,1,0,零
7264,32,4,2,1,一
2591,62,10,12,12,百
1396,44,6,11,10,十
9663,69,3,4,3,三
1076,15,6,11,10,十
9538,57,8,4,3,三
8980,98,1,3,2,二
4459,5,9,14,14,万
777,79,7,10,9,九
13935,93,5,8,7,七
203,27,3,10,9,九
2626,65,6,12,12,百
7389,43,9,2,1,一
3677,7,7,13,13,千
12658,68,8,7,6,六
3133,20,3,13,13,千
1005,1,5,11,10,十
104,18,4,10,9,九
11017,10,7,6,5,五
12028,100,8,7,6,六
13662,69,2,8,7,七
990,99,1,10,9,九
9009,1,9,4,3,三
8850,86,1,3,2,二
5425,47,5,15,15,亿
5450,5,1,15,15,亿
636,66,6,10,9,九
2323,38,3,12,12,百
8437,48,7,3,2,二
4538,57,8,14,14,万
7270,33,1,2,1,一
6370,42,1,1,0,零
12977,97,7,7,6,六
4349,4,9,14,14,万
11969,96,9,6,5,五
12930,93,1,7,6,六
6300,36,1,1,0,零
5848,85,8,15,15,亿
2672,7,2,12,12,百
13433,48,3,8,7,七
13390,44,1,8,7,七
14712,73,2,9,8,八
726,74,6,10,9,九
12475,51,5,7,6,六
5787,8,7,15,15,亿
4096,17,6,14,14,万
2066,14,6,12,12,百
6393,44,3,1,0,零
5971,97,10,15,15,亿
1582,61,2,11,10,十
12823,83,3,7,6,六
10175,24,5,5,4,四
3074,15,4,13,13,千
14495,53,5,9,8,八
11198,26,8,6,5,五
4052,13,2,14,14,万
12532,57,2,7,6,六
10744,76,4,5,4,四
9007,1,7,4,3,三
6614,64,4,1,0,零
4931,93,10,14,14,万
9213,28,3,4,3,三
13615,64,5,8,7,七
13920,92,1,8,7,七
2487,52,7,12,12,百
9968,96,8,4,3,三
2705,72,5,12,12,百
11619,64,9,6,5,五
8438,48,8,3,2,二
14161,23,10,9,8,八
6412,46,2,1,0,零
8477,51,7,3,2,二
11709,72,9,6,5,五
12449,49,9,7,6,六
8673,7,3,3,2,二
14720,74,1,9,8,八
5038,11,8,15,15,亿
10085,16,5,5,4,四
14896,9,6,9,8,八
8680,70,1,3,2,二
4200,27,1,14,14,万
11976,97,6,6,5,五
7832,84,2,2,1,一
6332,39,2,1,0,零
5835,84,5,15,15,亿
1464,50,4,11,10,十
14443,49,3,9,8,八
8841,85,10,3,2,二
10008,1,8,5,4,四
599,62,9,10,9,九
10015,10,5,5,4,四
12559,59,9,7,6,六
649,67,9,10,9,九
4759,77,9,14,14,万
9773,79,3,4,3,三
10531,57,10,5,4,四
1637,66,7,11,10,十
7361,41,10,2,1,一
14716,73,6,9,8,八
4743,76,3,14,14,万
3167,23,7,13,13,千
14331,39,10,9,8,八
10775,79,5,5,4,四
10307,36,7,5,4,四
5171,24,10,15,15,亿
8730,75,1,3,2,二
14907,90,7,9,8,八
383,43,3,10,9,九
4641,67,10,14,14,万
12479,51,9,7,6,六
1500,54,1,11,10,十
7806,81,6,2,1,一
9734,75,4,4,3,三
13589,61,9,8,7,七
9450,5,1,4,3,三
11207,27,7,6,5,五
2414,46,4,12,12,百
13759,77,9,8,7,七
6535,57,5,1,0,零
1293,35,3,11,10,十
3544,58,4,13,13,千
8155,22,5,3,2,二
14196,26,6,9,8,八
10751,77,10,5,4,四
3255,31,5,13,13,千
11937,93,7,6,5,五
12593,62,3,7,6,六
4279,33,9,14,14,万
9819,82,9,4,3,三
5237,3,7,15,15,亿
2281,34,10,12,12,百
2277,33,7,12,12,百
271,33,10,10,9,九
813,82,3,10,9,九
11727,74,7,6,5,五
2772,79,2,12,12,百
3242,30,2,13,13,千
734,75,4,10,9,九
5635,66,5,15,15,亿
3428,47,8,13,13,千
13187,25,7,8,7,七
13560,6,1,8,7,七
9872,88,2,4,3,三
8249,30,9,3,2,二
14063,14,3,9,8,八
8768,78,8,3,2,二
12815,82,5,7,6,六
13961,96,10,8,7,七
13476,51,6,8,7,七
3003,1,3,13,13,千
1266,32,6,11,10,十
10807,81,7,5,4,四
5515,55,5,15,15,亿
13810,82,1,8,7,七
1934,93,4,11,10,十
4357,40,7,14,14,万
2264,32,4,12,12,百
5477,51,7,15,15,亿
11813,82,3,6,5,五
9898,9,8,4,3,三
12156,22,6,7,6,六
12610,64,1,7,6,六
4536,57,6,14,14,万
6200,27,1,1,0,零
4715,73,5,14,14,万
1288,34,8,11,10,十
14817,82,7,9,8,八
8349,4,9,3,2,二
10805,81,5,5,4,四
1075,15,5,11,10,十
742,76,2,10,9,九
13676,7,6,8,7,七
11763,78,3,6,5,五
6714,73,4,1,0,零
5261,32,10,15,15,亿
3568,6,8,13,13,千
6670,7,1,1,0,零
6989,98,9,1,0,零
8365,41,5,3,2,二
2419,46,9,12,12,百
11171,24,10,6,5,五
9946,94,6,4,3,三
3235,3,5,13,13,千
13176,24,6,8,7,七
7689,70,9,2,1,一
2382,43,2,12,12,百
211,28,10,10,9,九
4724,74,4,14,14,万
14991,99,10,9,8,八
2394,44,4,12,12,百
9674,7,4,4,3,三
4979,97,9,14,14,万
7925,92,5,2,1,一
12245,30,5,7,6,六
3113,19,3,13,13,千
6329,38,9,1,0,零
2766,78,6,12,12,百
906,90,6,10,9,九
9276,33,6,4,3,三
12973,97,3,7,6,六
12045,12,5,7,6,六
13280,34,1,8,7,七
12123,2,3,7,6,六
12845,85,5,7,6,六
646,67,6,10,9,九
13745,76,5,8,7,七
13609,63,9,8,7,七
12604,63,4,7,6,六
913,91,3,10,9,九
12408,45,8,7,6,六
6562,6,2,1,0,零
11375,42,5,6,5,五
8803,81,3,3,2,二
193,26,3,10,9,九
792,80,2,10,9,九
11237,3,7,6,5,五
8839,84,9,3,2,二
10558,59,8,5,4,四
12153,22,3,7,6,六
8237,3,7,3,2,二
13694,71,4,8,7,七
9159,22,9,4,3,三
3906,90,6,13,13,千
8279,33,9,3,2,二
1744,76,4,11,10,十
2203,27,3,12,12,百
4586,61,6,14,14,万
7938,93,8,2,1,一
2527,56,7,12,12,百
9536,57,6,4,3,三
2358,40,8,12,12,百
10888,89,8,5,4,四
7903,90,3,2,1,一
12304,36,4,7,6,六
12240,30,1,7,6,六
11469,50,9,6,5,五
1552,59,2,11,10,十
5324,38,4,15,15,亿
1505,54,5,11,10,十
11779,79,9,6,5,五
6955,95,5,1,0,零
13511,55,10,8,7,七
12814,82,4,7,6,六
9752,77,2,4,3,三
1998,99,8,11,10,十
1584,61,4,11,10,十
11275,33,5,6,5,五
13116,19,6,8,7,七
8660,69,1,3,2,二
10282,34,2,5,4,四
985,98,5,10,9,九
13467,50,7,8,7,七
14090,17,1,9,8,八
14618,64,8,9,8,八
14560,6,1,9,8,八
14603,63,3,9,8,八
4362,41,2,14,14,万
13274,33,4,8,7,七
11132,20,2,6,5,五
13518,55,8,8,7,七
10725,74,5,5,4,四
5092,17,2,15,15,亿
5532,57,2,15,15,亿
1016,10,6,11,10,十
1698,71,8,11,10,十
11947,94,7,6,5,五
4904,90,4,14,14,万
4988,98,8,14,14,万
11358,40,8,6,5,五
13443,49,3,8,7,七
6788,8,8,1,0,零
13870,88,1,8,7,七
1535,57,5,11,10,十
7725,74,5,2,1,一
135,20,5,10,9,九
3620,65,1,13,13,千
5413,46,3,15,15,亿
4918,91,8,14,14,万
8143,21,3,3,2,二
10610,64,1,5,4,四
5649,67,9,15,15,亿
13054,13,4,8,7,七
108,18,8,10,9,九
12574,60,4,7,6,六
7797,80,7,2,1,一
576,60,6,10,9,九
715,73,5,10,9,九
9490,53,1,4,3,三
10788,8,8,5,4,四
14978,97,8,9,8,八
11685,70,5,6,5,五
1539,57,9,11,10,十
10161,23,10,5,4,四
10549,58,9,5,4,四
10943,94,3,5,4,四
166,23,6,10,9,九
6272,33,2,1,0,零
7929,92,9,2,1,一
6383,43,3,1,0,零
2125,2,5,12,12,百
3666,69,6,13,13,千
1061,14,10,11,10,十
10878,88,8,5,4,四
5733,75,3,15,15,亿
3289,34,9,13,13,千
10992,99,2,5,4,四
5403,45,3,15,15,亿
10791,80,10,5,4,四
8838,84,8,3,2,二
13432,48,2,8,7,七
2810,82,1,12,12,百
1673,7,3,11,10,十
3540,58,1,13,13,千
14043,12,3,9,8,八
5451,5,10,15,15,亿
5314,37,4,15,15,亿
2762,78,2,12,12,百
6475,51,5,1,0,零
12591,62,10,7,6,六
5337,39,7,15,15,亿
8159,22,9,3,2,二
12494,53,4,7,6,六
10105,18,5,5,4,四
7835,84,5,2,1,一
668,69,8,10,9,九
5077,15,7,15,15,亿
1350,40,1,11,10,十
5817,82,7,15,15,亿
2592,62,2,12,12,百
3330,39,1,13,13,千
2920,92,1,12,12,百
9667,69,7,4,3,三
8080,16,1,3,2,二
11743,76,3,6,5,五
2564,6,4,12,12,百
11140,21,1,6,5,五
4169,23,9,14,14,万
14540,58,1,9,8,八
10673,7,3,5,4,四
2574,60,4,12,12,百
6140,21,1,1,0,零
10110,19,1,5,4,四
3513,55,3,13,13,千
4077,15,7,14,14,万
5645,67,5,15,15,亿
9677,7,7,4,3,三
5737,75,7,15,15,亿
2045,12,5,12,12,百
3565,6,5,13,13,千
9307,36,7,4,3,三
9241,30,10,4,3,三
2790,80,1,12,12,百
6214,28,4,1,0,零
1280,34,1,11,10,十
8034,11,4,3,2,二
12110,19,1,7,6,六
8714,73,4,3,2,二
1496,53,6,11,10,十
11583,61,3,6,5,五
4167,23,7,14,14,万
2918,91,8,12,12,百
4342,4,2,14,14,万
7841,85,10,2,1,一
14546,58,6,9,8,八
5904,90,4,15,15,亿
10318,37,8,5,4,四
12415,46,5,7,6,六
1295,35,5,11,10,十
11885,89,5,6,5,五
7991,99,10,2,1,一
12877,88,7,7,6,六
14025,100,5,9,8,八
13181,25,10,8,7,七
8320,38,1,3,2,二
11252,31,2,6,5,五
2858,86,8,12,12,百
12848,85,8,7,6,六
1011,10,10,11,10,十
10764,78,4,5,4,四
14807,81,7,9,8,八
2080,16,1,12,12,百
13244,30,4,8,7,七
1878,88,8,11,10,十
1184,25,4,11,10,十
12796,80,6,7,6,六
10536,57,6,5,4,四
13600,63,1,8,7,七
630,66,1,10,9,九
6170,24,1,1,0,零
14294,35,4,9,8,八
14396,44,6,9,8,八
13977,97,7,8,7,七
12851,86,10,7,6,六
1458,5,8,11,10,十
10135,20,5,5,4,四
10603,63,3,5,4,四
10521,56,10,5,4,四
12242,30,2,7,6,六
9113,19,3,4,3,三
6027,100,7,1,0,零
11035,11,5,6,5,五
8229,29,9,3,2,二
9496,53,6,4,3,三
14651,68,10,9,8,八
11329,38,9,6,5,五
3276,33,6,13,13,千
1446,49,6,11,10,十
10382,43,2,5,4,四
5861,87,10,15,15,亿
12974,97,4,7,6,六
13598,62,8,8,7,七
10870,88,1,5,4,四
12117,19,7,7,6,六
8912,91,2,3,2,二
4218,28,8,14,14,万
3097,17,7,13,13,千
13507,54,7,8,7,七
1853,86,3,11,10,十
5648,67,8,15,15,亿
7625,65,5,2,1,一
3155,22,5,13,13,千
5588,61,8,15,15,亿
5401,45,10,15,15,亿
5317,37,7,15,15,亿
12379,42,9,7,6,六
14468,50,8,9,8,八
13778,79,8,8,7,七
10309,36,9,5,4,四
13424,47,4,8,7,七
9239,3,9,4,3,三
10094,17,4,5,4,四
12407,45,7,7,6,六
9082,16,2,4,3,三
3924,92,4,13,13,千
14805,81,5,9,8,八
1709,72,9,11,10,十
11821,83,10,6,5,五
8310,37,1,3,2,二
6565,6,5,1,0,零
2895,9,5,12,12,百
10515,55,5,5,4,四
9900,90,1,4,3,三
1420,47,1,11,10,十
10434,48,4,5,4,四
58,13,8,10,9,九
12669,69,9,7,6,六
3694,71,4,13,13,千
471,51,10,10,9,九
11800,81,1,6,5,五
5445,49,5,15,15,亿
5080,16,1,15,15,亿
14421,47,10,9,8,八
1410,46,1,11,10,十
13871,88,10,8,7,七
7756,77,6,2,1,一
9468,50,8,4,3,三
14041,12,10,9,8,八
1313,37,3,11,10,十
11472,51,2,6,5,五
9501,54,10,4,3,三
8967,96,7,3,2,二
9681,70,10,4,3,三
6602,63,2,1,0,零
14783,8,3,9,8,八
1144,21,4,11,10,十
7397,44,7,2,1,一
8435,48,5,3,2,二
11296,35,6,6,5,五
3739,75,9,13,13,千
569,6,9,10,9,九
5605,63,5,15,15,亿
4118,19,8,14,14,万
12641,67,10,7,6,六
9598,62,8,4,3,三
1491,53,10,11,10,十
12095,17,5,7,6,六
4021,100,10,14,14,万
6420,47,1,1,0,零
14901,90,10,9,8,八
13191,26,10,8,7,七
5754,77,4,15,15,亿
11807,81,7,6,5,五
566,6,6,10,9,九
14992,99,2,9,8,八
6365,41,5,1,0,零
9027,100,7,4,3,三
10693,71,3,5,4,四
10839,84,9,5,4,四
8897,9,7,3,2,二
2300,36,1,12,12,百
7061,14,10,2,1,一
10998,99,8,5,4,四
12554,59,4,7,6,六
8773,79,3,3,2,二
8596,62,6,3,2,二
7508,54,8,2,1,一
7865,87,5,2,1,一
14103,18,3,9,8,八
1046,12,6,11,10,十
3534,57,4,13,13,千
5821,83,10,15,15,亿
468,50,8,10,9,九
12882,89,2,7,6,六
1444,49,4,11,10,十
10304,36,4,5,4,四
8708,72,8,3,2,二
7032,11,2,2,1,一
5935,93,5,15,15,亿
365,41,5,10,9,九
14616,64,6,9,8,八
3044,12,4,13,13,千
3106,18,6,13,13,千
12936,93,6,7,6,六
11046,12,6,6,5,五
6568,6,8,1,0,零
2629,65,9,12,12,百
5803,81,3,15,15,亿
12680,70,1,7,6,六
9042,12,2,4,3,三
441,49,10,10,9,九
4465,50,5,14,14,万
9471,51,10,4,3,三
2239,3,9,12,12,百
2008,1,8,12,12,百
11971,97,10,6,5,五
11953,95,3,6,5,五
4705,72,5,14,14,万
3687,70,7,13,13,千
616,64,6,10,9,九
5810,82,1,15,15,亿
13471,51,10,8,7,七
10205,27,5,5,4,四
14646,67,6,9,8,八
1810,82,1,11,10,十
14526,56,6,9,8,八
11557,59,7,6,5,五
6453,5,3,1,0,零
10159,22,9,5,4,四
10968,96,8,5,4,四
9466,50,6,4,3,三
4836,84,6,14,14,万
1951,95,10,11,10,十
1445,49,5,11,10,十
9945,94,5,4,3,三
12847,85,7,7,6,六
3835,84,5,13,13,千
3322,38,2,13,13,千
4028,100,8,14,14,万
3926,92,6,13,13,千
9668,69,8,4,3,三
12590,62,1,7,6,六
9841,85,10,4,3,三
12665,69,5,7,6,六
11412,46,2,6,5,五
14528,56,8,9,8,八
6440,49,1,1,0,零
9457,5,7,4,3,三
13964,96,4,8,7,七
7914,91,4,2,1,一
1104,18,4,11,10,十
7669,69,9,2,1,一
5903,90,3,15,15,亿
10559,59,9,5,4,四
13680,70,1,8,7,七
11309,36,9,6,5,五
3503,54,3,13,13,千
13926,92,6,8,7,七
1389,43,9,11,10,十
5730,75,1,15,15,亿
5050,13,1,15,15,亿
7142,21,2,2,1,一
3684,70,4,13,13,千
13031,11,10,8,7,七
1470,51,1,11,10,十
8440,49,1,3,2,二
14957,95,7,9,8,八
9857,86,7,4,3,三
10944,94,4,5,4,四
3104,18,4,13,13,千
4303,36,3,14,14,万
4856,86,6,14,14,万
5932,93,2,15,15,亿
1110,19,1,11,10,十
6484,52,4,1,0,零
8396,44,6,3,2,二
4195,26,5,14,14,万
14557,59,7,9,8,八
1368,41,8,11,10,十
9147,21,7,4,3,三
1489,52,9,11,10,十
11715,73,5,6,5,五
5860,87,1,15,15,亿
6350,40,1,1,0,零
6836,84,6,1,0,零
13850,86,1,8,7,七
4744,76,4,14,14,万
995,99,5,10,9,九
13267,32,7,8,7,七
8126,2,6,3,2,二
6816,82,6,1,0,零
8558,59,8,3,2,二
2681,70,10,12,12,百
13552,59,2,8,7,七
9624,65,4,4,3,三
7132,20,2,2,1,一
5336,39,6,15,15,亿
13534,57,4,8,7,七
6811,82,10,1,0,零
2928,92,8,12,12,百
408,45,8,10,9,九
10933,93,3,5,4,四
2410,46,1,12,12,百
1803,81,3,11,10,十
12352,40,2,7,6,六
2832,84,2,12,12,百
3084,16,4,13,13,千
13711,73,10,8,7,七
5887,89,7,15,15,亿
8956,95,6,3,2,二
4996,99,6,14,14,万
12254,31,4,7,6,六
1561,6,10,11,10,十
9719,73,9,4,3,三
11951,95,10,6,5,五
11174,24,4,6,5,五
3902,90,2,13,13,千
9547,58,7,4,3,三
5190,26,1,15,15,亿
6936,93,6,1,0,零
7744,76,4,2,1,一
5574,60,4,15,15,亿
353,40,3,10,9,九
12321,38,10,7,6,六
13259,31,9,8,7,七
11734,75,4,6,5,五
3312,37,2,13,13,千
12859,86,9,7,6,六
8536,57,6,3,2,二
4119,19,9,14,14,万
5213,28,3,15,15,亿
455,5,5,10,9,九
11570,60,1,6,5,五
708,72,8,10,9,九
1497,53,7,11,10,十
2725,74,5,12,12,百
14738,75,8,9,8,八
11117,19,7,6,5,五
1405,45,5,11,10,十
4889,89,9,14,14,万
13728,74,8,8,7,七
11852,86,2,6,5,五
8059,13,9,3,2,二
8116,19,6,3,2,二
14624,65,4,9,8,八
1058,13,8,11,10,十
8128,2,8,3,2,二
9385,43,5,4,3,三
11286,34,6,6,5,五
5434,48,4,15,15,亿
5834,84,4,15,15,亿
9919,91,9,4,3,三
14416,46,6,9,8,八
3591,62,10,13,13,千
3150,22,1,13,13,千
12018,10,8,7,6,六
9698,71,8,4,3,三
4246,30,6,14,14,万
868,87,8,10,9,九
8186,25,6,3,2,二
5723,74,3,15,15,亿
6624,65,4,1,0,零
14695,71,5,9,8,八
6868,87,8,1,0,零
3732,75,2,13,13,千
679,7,9,10,9,九
12144,21,4,7,6,六
12438,48,8,7,6,六
5673,7,3,15,15,亿
6806,81,6,1,0,零
3450,5,1,13,13,千
5812,82,2,15,15,亿
1239,3,9,11,10,十
13300,36,1,8,7,七
1474,51,4,11,10,十
3268,32,8,13,13,千
7173,24,3,2,1,一
4486,52,6,14,14,万
4883,89,3,14,14,万
4838,84,8,14,14,万
4321,38,10,14,14,万
7102,18,2,2,1,一
2347,4,7,12,12,百
13587,61,7,8,7,七
638,66,8,10,9,九
13712,73,2,8,7,七
10162,23,2,5,4,四
3741,76,10,13,13,千
922,92,2,10,9,九
10119,19,9,5,4,四
6899,9,9,1,0,零
8872,88,2,3,2,二
14031,11,10,9,8,八
10017,10,7,5,4,四
2953,95,3,12,12,百
10669,69,9,5,4,四
2230,3,1,12,12,百
8677,7,7,3,2,二
4530,57,1,14,14,万
10905,90,5,5,4,四
12715,73,5,7,6,六
14931,93,10,9,8,八
4949,94,9,14,14,万
3702,72,2,13,13,千
2094,17,4,12,12,百
9096,17,6,4,3,三
10613,64,3,5,4,四
1697,71,7,11,10,十
9293,35,3,4,3,三
7515,55,5,2,1,一
7871,88,10,2,1,一
7638,66,8,2,1,一
53,13,3,10,9,九
9458,5,8,4,3,三
6395,44,5,1,0,零
5020,100,1,15,15,亿
2255,31,5,12,12,百
5516,55,6,15,15,亿
10111,19,10,5,4,四
13760,78,1,8,7,七
13823,83,3,8,7,七
7125,2,5,2,1,一
8502,54,2,3,2,二
8745,76,5,3,2,二
7271,33,10,2,1,一
7608,63,8,2,1,一
354,40,4,10,9,九
11497,53,7,6,5,五
2219,28,9,12,12,百
7202,27,2,2,1,一
10277,33,7,5,4,四
9297,35,7,4,3,三
13848,85,8,8,7,七
1898,9,8,11,10,十
10275,33,5,5,4,四
6951,95,10,1,0,零
5298,35,8,15,15,亿
400,45,1,10,9,九
8814,82,4,3,2,二
9513,55,3,4,3,三
14191,26,10,9,8,八
11299,35,9,6,5,五
14321,38,10,9,8,八
9951,95,10,4,3,三
10894,9,4,5,4,四
9180,25,1,4,3,三
6537,57,7,1,0,零
11755,77,5,6,5,五
12016,10,6,7,6,六
13478,51,8,8,7,七
8844,85,4,3,2,二
10643,67,3,5,4,四
7485,52,5,2,1,一
7771,79,10,2,1,一
2408,45,8,12,12,百
3416,46,6,13,13,千
13321,38,10,8,7,七
3425,47,5,13,13,千
13730,75,1,8,7,七
8941,94,10,3,2,二
7979,97,9,2,1,一
4504,54,4,14,14,万
14609,63,9,9,8,八
5524,56,4,15,15,亿
706,72,6,10,9,九
2005,1,5,12,12,百
1077,15,7,11,10,十
12319,37,9,7,6,六
12672,7,2,7,6,六
6008,1,8,1,0,零
11397,44,7,6,5,五
14757,77,7,9,8,八
9448,49,8,4,3,三
2477,51,7,12,12,百
14722,74,2,9,8,八
10191,26,10,5,4,四
11158,22,8,6,5,五
11167,23,7,6,5,五
3045,12,5,13,13,千
2099,17,9,12,12,百
9899,9,9,4,3,三
2809,81,9,12,12,百
5223,29,3,15,15,亿
14777,79,7,9,8,八
2523,56,3,12,12,百
3823,83,3,13,13,千
7493,53,3,2,1,一
13908,90,8,8,7,七
14788,8,8,9,8,八
4163,23,3,14,14,万
7307,36,7,2,1,一
9972,97,2,4,3,三
7957,95,7,2,1,一
2409,45,9,12,12,百
1366,41,6,11,10,十
4453,5,3,14,14,万
3579,60,9,13,13,千
11043,12,3,6,5,五
11897,9,7,6,5,五
4181,25,10,14,14,万
248,30,8,10,9,九
12161,23,10,7,6,六
12250,31,1,7,6,六
12356,40,6,7,6,六
1780,8,1,11,10,十
1335,39,5,11,10,十
8904,90,4,3,2,二
13150,22,1,8,7,七
13039,11,9,8,7,七
809,81,9,10,9,九
3592,62,2,13,13,千
8916,91,6,3,2,二
501,54,10,10,9,九
5511,55,10,15,15,亿
6093,17,3,1,0,零
13832,84,2,8,7,七
6040,12,1,1,0,零
13436,48,6,8,7,七
2941,94,10,12,12,百
1068,14,8,11,10,十
5695,71,5,15,15,亿
1576,60,6,11,10,十
14929,92,9,9,8,八
3802,81,2,13,13,千
7631,66,10,2,1,一
9191,26,10,4,3,三
3836,84,6,13,13,千
8618,64,8,3,2,二
7370,42,1,2,1,一
5418,46,8,15,15,亿
3746,76,6,13,13,千
1199,26,9,11,10,十
4844,85,4,14,14,万
9089,16,9,4,3,三
2208,27,8,12,12,百
10026,100,6,5,4,四
10699,71,9,5,4,四
4781,8,10,14,14,万
13547,58,7,8,7,七
14659,68,9,9,8,八
7207,27,7,2,1,一
1009,1,9,11,10,十
1787,8,7,11,10,十
1412,46,2,11,10,十
10276,33,6,5,4,四
7590,62,1,2,1,一
7728,74,8,2,1,一
4783,8,3,14,14,万
1385,43,5,11,10,十
7524,56,4,2,1,一
12568,6,8,7,6,六
4224,29,4,14,14,万
9463,50,3,4,3,三
5117,19,7,15,15,亿
1639,66,9,11,10,十
7932,93,2,2,1,一
11665,69,5,6,5,五
12958,95,8,7,6,六
13647,67,7,8,7,七
3495,53,5,13,13,千
5328,38,8,15,15,亿
6112,19,2,1,0,零
13359,40,9,8,7,七
3985,98,5,13,13,千
2624,65,4,12,12,百
4932,93,2,14,14,万
6642,67,2,1,0,零
1439,48,9,11,10,十
6826,83,6,1,0,零
11051,13,10,6,5,五
10036,11,6,5,4,四
8374,42,4,3,2,二
2844,85,4,12,12,百
12522,56,2,7,6,六
5791,80,10,15,15,亿
14578,60,8,9,8,八
11289,34,9,6,5,五
1423,47,3,11,10,十
14138,20,8,9,8,八
12484,52,4,7,6,六
3145,21,5,13,13,千
2254,31,4,12,12,百
13843,85,3,8,7,七
5870,88,1,15,15,亿
12088,16,8,7,6,六
2969,96,9,12,12,百
2992,99,2,12,12,百
14062,14,2,9,8,八
1757,77,7,11,10,十
12885,89,5,7,6,六
4553,59,3,14,14,万
358,40,8,10,9,九
12758,77,8,7,6,六
10264,32,4,5,4,四
14269,32,9,9,8,八
9121,2,10,4,3,三
2979,97,9,12,12,百
8855,86,5,3,2,二
14250,31,1,9,8,八
11256,31,6,6,5,五
8120,2,1,3,2,二
482,52,2,10,9,九
3393,44,3,13,13,千
1723,74,3,11,10,十
8903,90,3,3,2,二
10071,15,10,5,4,四
7791,80,10,2,1,一
4662,69,2,14,14,万
2816,82,6,12,12,百
6962,96,2,1,0,零
